"sample.id","Taxon","Genus","taxonomy_id","taxonomy_lvl","kraken_assigned_reads","added_reads","new_est_reads","fraction_total_reads","Family","Order","Rank"
"65","Mertensia ciliata","Mertensia",1288209,"S",66636,11817,78453,0.42756,"Boraginaceae","Boraginales","species"
"65","Mertensia fusiformis","Mertensia",1463753,"S",34086,3378,37464,0.20417,"Boraginaceae","Boraginales","species"
"65","Hydrophyllum fendleri","Hydrophyllum",86854,"S",15403,572,15975,0.08706,"Hydrophyllaceae","Boraginales","species"
"65","Lupinus argenteus","Lupinus",53216,"S",13912,2053,15965,0.08701,"Fabaceae","Fabales","species"
"65","Erigeron sp.","Erigeron",91271,"G",4624,415,5039,0.02746,NA,NA,"genus"
"65","Arenaria lanuginosa","Arenaria",2887378,"S",3083,1278,4361,0.02377,NA,NA,"species"
"65","Hydrophyllum sp.","Hydrophyllum",85212,"G",3465,4,3469,0.01891,NA,NA,"genus"
"65","Lupinus sericeus","Lupinus",61075,"S",2518,224,2742,0.01494,"Fabaceae","Fabales","species"
"65","Agastache pallidiflora","Agastache",313656,"S",1802,9,1811,0.00987,"Lamiaceae","Lamiales","species"
"65","Taraxacum officinale","Taraxacum",50225,"S",1647,76,1723,0.00939,"Asteraceae","Asterales","species"
"65","Epilobium sp.","Epilobium",33131,"G",1602,0,1602,0.00873,NA,NA,"genus"
"65","Potentilla sp.","Potentilla",667297,"G",1121,85,1206,0.00657,NA,NA,"genus"
"65","Lithophragma glabrum","Lithophragma",100316,"S",1161,0,1161,0.00633,NA,NA,"species"
"65","Cynoglossum officinale","Cynoglossum",256486,"S",2731,237,2968,0.01618,NA,NA,"species"
"65","Stellaria sp.","Stellaria",1137914,"G",1418,117,1535,0.00836,NA,NA,"genus"
"65","Senecio integerrimus","Senecio",2841770,"S",856,67,923,0.00503,"Asteraceae","Asterales","species"
"65","Senecio sp.","Senecio",2841770,"G",856,67,923,0.00503,NA,NA,"genus"
"65","Hydrophyllum capitatum","Hydrophyllum",79360,"S",852,19,871,0.00475,"Hydrophyllaceae","Boraginales","species"
"65","Hypericum scouleri","Hypericum",65561,"S",671,1,672,0.00366,NA,NA,"species"
"65","Ribes sp.","Ribes",175228,"G",648,4,652,0.00355,NA,NA,"genus"
"65","Viola sp.","Viola",97441,"G",605,33,638,0.00348,NA,NA,"genus"
"9","Delphinium nuttallianum","Delphinium",136316,"S",73391,4278,77669,0.74345,"Ranunculaceae","Ranunculales","species"
"9","Hydrophyllum capitatum","Hydrophyllum",79360,"S",13582,1502,15084,0.14438,"Hydrophyllaceae","Boraginales","species"
"9","Delphinium sp.","Delphinium",984877,"G",8915,0,8915,0.08533,NA,NA,"genus"
"9","Vicia americana","Vicia",200966,"S",4942,427,5369,0.05139,"Fabaceae","Fabales","species"
"9","Hydrophyllum sp.","Hydrophyllum",85212,"G",1576,4,1580,0.01512,NA,NA,"genus"
"9","Caltha leptosepala","Caltha",3449,"S",837,568,1405,0.01345,NA,NA,"species"
"9","Thalictrum sp.","Thalictrum",79802,"G",627,563,1190,0.01139,NA,NA,"genus"
"9","Trollius sp.","Trollius",212754,"G",827,212,1039,0.00995,NA,NA,"genus"
